日期,地理位置,观看次数
2016-03,KW,0
2016-04,KW,12
2016-05,KW,10
2016-06,KW,26
2016-07,KW,0
2016-08,KW,22
2016-09,KW,0
2016-10,KW,0
2016-11,KW,0
2016-12,KW,0
2017-01,KW,99
2017-02,KW,0
2017-03,KW,0
2017-04,KW,0
2017-05,KW,0
2017-06,KW,0
2017-07,KW,54
2017-08,KW,0
2017-09,KW,0
2017-10,KW,0
2017-11,KW,0
2017-12,KW,0
2018-01,KW,0
2018-02,KW,0
2018-03,KW,0
2018-04,KW,0
2018-05,KW,0
2018-06,KW,0
2018-07,KW,0
2018-08,KW,0
2018-09,KW,0
2018-10,KW,0
2018-11,KW,0
2018-12,KW,0
2019-01,KW,0
2019-02,KW,0
2019-03,KW,11
2019-04,KW,0
2019-05,KW,0
2019-06,KW,0
2019-07,KW,0
2019-08,KW,0
2019-09,KW,0
2019-10,KW,0
2019-11,KW,0
2019-12,KW,0
2020-01,KW,0
2020-02,KW,0
2020-03,KW,0
2020-04,KW,0
2020-05,KW,0
2020-06,KW,0
2020-07,KW,0
2020-08,KW,0
2020-09,KW,0
2020-10,KW,0
2020-11,KW,0
2020-12,KW,0
2021-01,KW,0
2021-02,KW,0
2021-03,KW,0
2021-04,KW,0
2021-05,KW,0
2021-06,KW,0
2021-07,KW,0
2021-08,KW,0
2021-09,KW,0
2021-10,KW,0
2021-11,KW,0
2021-12,KW,0
2022-01,KW,0
2022-02,KW,0
2022-03,KW,0
2022-04,KW,0
2022-05,KW,0
2022-06,KW,0
2022-07,KW,0
2022-08,KW,0
2022-09,KW,0
2022-10,KW,0
2022-11,KW,0
2022-12,KW,0
2023-01,KW,0
2023-02,KW,0
2023-03,KW,0
2023-04,KW,0
2023-05,KW,0
2023-06,KW,0
2023-07,KW,0
2023-08,KW,0
2023-09,KW,0
2023-10,KW,0
2023-11,KW,0
2023-12,KW,0
2024-01,KW,0
2024-02,KW,0
2024-03,KW,0
2024-04,KW,0
2024-05,KW,0
2024-06,KW,0
2024-07,KW,0
2024-08,KW,0
2024-09,KW,0
2024-10,KW,0
2024-11,KW,0
2024-12,KW,0
2025-01,KW,0
2025-02,KW,0
2025-03,KW,0
2025-04,KW,0
2025-05,KW,0
2025-06,KW,0
2025-07,KW,0
2025-08,KW,0
2025-09,KW,0
2025-10,KW,0
2025-11,KW,0
2025-12,KW,0
2026-01,KW,0
2026-02,KW,0
2026-03,KW,0
2026-04,KW,0
2026-05,KW,0
2026-06,KW,0
2026-07,KW,0
2026-08,KW,0
2014-12,KZ,0
2015-01,KZ,0
2015-02,KZ,0
2015-03,KZ,100
2015-04,KZ,69
2015-05,KZ,10
2015-06,KZ,0
2015-07,KZ,0
2015-08,KZ,0
2015-09,KZ,0
2015-10,KZ,0
2015-11,KZ,0
2015-12,KZ,0
2016-01,KZ,0
2016-02,KZ,0
2016-03,KZ,0
2016-04,KZ,0
2016-05,KZ,0
2016-06,KZ,0
2016-07,KZ,0
2016-08,KZ,0
2016-09,KZ,0
2016-10,KZ,0
2016-11,KZ,0
2016-12,KZ,0
2017-01,KZ,0
2017-02,KZ,0
2017-03,KZ,11
2017-04,KZ,0
2017-05,KZ,0
2017-06,KZ,18
2017-07,KZ,0
2017-08,KZ,0
2017-09,KZ,0
2017-10,KZ,0
2017-11,KZ,0
2017-12,KZ,0
2018-01,KZ,0
2018-02,KZ,0
2018-03,KZ,0
2018-04,KZ,0
2018-05,KZ,22
2018-06,KZ,0
2018-07,KZ,0
2018-08,KZ,0
2018-09,KZ,0
2018-10,KZ,0
2018-11,KZ,0
2018-12,KZ,0
2019-01,KZ,0
2019-02,KZ,0
2019-03,KZ,10
2019-04,KZ,0
2019-05,KZ,0
2019-06,KZ,0
2019-07,KZ,0
2019-08,KZ,0
2019-09,KZ,0
2019-10,KZ,23
2019-11,KZ,0
2019-12,KZ,0
2020-01,KZ,0
2020-02,KZ,0
2020-03,KZ,0
2020-04,KZ,11
2020-05,KZ,0
2020-06,KZ,0
2020-07,KZ,0
2020-08,KZ,0
2020-09,KZ,0
2020-10,KZ,0
2020-11,KZ,0
2020-12,KZ,0
2021-01,KZ,0
2021-02,KZ,0
2021-03,KZ,0
2021-04,KZ,0
2021-05,KZ,0
2021-06,KZ,0
2021-07,KZ,0
2021-08,KZ,0
2021-09,KZ,0
2021-10,KZ,0
2021-11,KZ,0
2021-12,KZ,0
2022-01,KZ,0
2022-02,KZ,0
2022-03,KZ,0
2022-04,KZ,0
2022-05,KZ,0
2022-06,KZ,0
2022-07,KZ,0
2022-08,KZ,0
2022-09,KZ,0
2022-10,KZ,0
2022-11,KZ,0
2022-12,KZ,0
2023-01,KZ,0
2023-02,KZ,10
2023-03,KZ,0
2023-04,KZ,0
2023-05,KZ,0
2023-06,KZ,0
2023-07,KZ,0
2023-08,KZ,0
2023-09,KZ,0
2023-10,KZ,0
2023-11,KZ,0
2023-12,KZ,0
2024-01,KZ,0
2024-02,KZ,0
2024-03,KZ,0
2024-04,KZ,0
2024-05,KZ,0
2024-06,KZ,0
2024-07,KZ,0
2024-08,KZ,0
2024-09,KZ,0
2024-10,KZ,0
2024-11,KZ,0
2024-12,KZ,0
2025-01,KZ,0
2025-02,KZ,0
2025-03,KZ,0
2025-04,KZ,0
2025-05,KZ,0
2025-06,KZ,0
2025-07,KZ,0
2025-08,KZ,0
2025-09,KZ,11
2025-10,KZ,0
2025-11,KZ,0
2025-12,KZ,0
2026-01,KZ,0
2026-02,KZ,0
2026-03,KZ,0
2026-04,KZ,0
2026-05,KZ,0
2026-06,KZ,0
2026-07,KZ,0
2026-08,KZ,0
2014-12,LA,0
2015-01,LA,0
2015-02,LA,0
2015-03,LA,0
2015-04,LA,0
2015-05,LA,0
2015-06,LA,0
2015-07,LA,0
2015-08,LA,0
2015-09,LA,0
2015-10,LA,0
2015-11,LA,0
2015-12,LA,0
2016-01,LA,0
2016-02,LA,0
2016-03,LA,0
2016-04,LA,0
2016-05,LA,0
2016-06,LA,0
2016-07,LA,13
2016-08,LA,0
2016-09,LA,0
2016-10,LA,0
2016-11,LA,0
2016-12,LA,0
2017-01,LA,10
2017-02,LA,10
2017-03,LA,0
2017-04,LA,0
2017-05,LA,12
2017-06,LA,0
2017-07,LA,0
2017-08,LA,0
2017-09,LA,0
2017-10,LA,0
2017-11,LA,0
2017-12,LA,0
2018-01,LA,0
2018-02,LA,0
2018-03,LA,0
2018-04,LA,0
2018-05,LA,53
2018-06,LA,37
2018-07,LA,0
2018-08,LA,0
2018-09,LA,0
2018-10,LA,0
2018-11,LA,0
2018-12,LA,25
2019-01,LA,0
2019-02,LA,0
2019-03,LA,0
2019-04,LA,10
2019-05,LA,29
2019-06,LA,34
2019-07,LA,28
2019-08,LA,0
2019-09,LA,0
2019-10,LA,0
2019-11,LA,0
2019-12,LA,0
2020-01,LA,0
2020-02,LA,0
2020-03,LA,0
2020-04,LA,0
2020-05,LA,0
2020-06,LA,0
2020-07,LA,0
2020-08,LA,0
2020-09,LA,0
2020-10,LA,0
2020-11,LA,0
2020-12,LA,0
2021-01,LA,0
2021-02,LA,0
2021-03,LA,0
2021-04,LA,0
2021-05,LA,0
2021-06,LA,0
2021-07,LA,0
2021-08,LA,0
2021-09,LA,0
2021-10,LA,0
2021-11,LA,0
2021-12,LA,0
2022-01,LA,0
2022-02,LA,0
2022-03,LA,0
2022-04,LA,0
2022-05,LA,0
2022-06,LA,0
2022-07,LA,0
2022-08,LA,0
2022-09,LA,0
2022-10,LA,0
2022-11,LA,0
2022-12,LA,0
2023-01,LA,0
2023-02,LA,0
2023-03,LA,0
2023-04,LA,0
2023-05,LA,0
2023-06,LA,0
2023-07,LA,0
2023-08,LA,0
2023-09,LA,0
2023-10,LA,0
2023-11,LA,0
2023-12,LA,0
2024-01,LA,0
2024-02,LA,0
2024-03,LA,0
2024-04,LA,0
2024-05,LA,0
2024-06,LA,0
2024-07,LA,0
2024-08,LA,0
2024-09,LA,0
2024-10,LA,0
2024-11,LA,0
2024-12,LA,0
2025-01,LA,0
2025-02,LA,0
2025-03,LA,0
2025-04,LA,10
2025-05,LA,0
2025-06,LA,0
2025-07,LA,0
2025-08,LA,0
2025-09,LA,0
2025-10,LA,0
2025-11,LA,0
2025-12,LA,0
2026-01,LA,0
2026-02,LA,0
2026-03,LA,0
2026-04,LA,0
2026-05,LA,0
2026-06,LA,0
2026-07,LA,0
2026-08,LA,0
2014-12,LU,0
2015-01,LU,0
2015-02,LU,0
2015-03,LU,0
2015-04,LU,0
2015-05,LU,0
2015-06,LU,0
2015-07,LU,0
2015-08,LU,0
2015-09,LU,0
2015-10,LU,0
2015-11,LU,0
2015-12,LU,0
2016-01,LU,0
2016-02,LU,0
2016-03,LU,0
2016-04,LU,0
2016-05,LU,0
2016-06,LU,0
2016-07,LU,0
2016-08,LU,0
2016-09,LU,0
2016-10,LU,0
2016-11,LU,0
2016-12,LU,0
2017-01,LU,0
2017-02,LU,0
2017-03,LU,0
2017-04,LU,0
2017-05,LU,0
2017-06,LU,0
2017-07,LU,0
2017-08,LU,0
2017-09,LU,0
2017-10,LU,0
2017-11,LU,0
2017-12,LU,0
2018-01,LU,0
2018-02,LU,10
2018-03,LU,0
2018-04,LU,0
2018-05,LU,0
2018-06,LU,0
2018-07,LU,0
2018-08,LU,0
2018-09,LU,0
2018-10,LU,0
2018-11,LU,0
2018-12,LU,0
2019-01,LU,0
2019-02,LU,0
2019-03,LU,0
2019-04,LU,0
2019-05,LU,0
2019-06,LU,0
2019-07,LU,0
2019-08,LU,0
2019-09,LU,0
2019-10,LU,0
2019-11,LU,0
2019-12,LU,0
2020-01,LU,0
2020-02,LU,0
2020-03,LU,0
2020-04,LU,0
2020-05,LU,0
2020-06,LU,0
2020-07,LU,0
2020-08,LU,0
2020-09,LU,0
2020-10,LU,0
2020-11,LU,0
2020-12,LU,0
2021-01,LU,0
2021-02,LU,0
2021-03,LU,0
2021-04,LU,0
2021-05,LU,0
2021-06,LU,0
2021-07,LU,0
2021-08,LU,0
2021-09,LU,0
2021-10,LU,0
2021-11,LU,0
2021-12,LU,0
2022-01,LU,0
2022-02,LU,0
2022-03,LU,0
2022-04,LU,0
2022-05,LU,0
2022-06,LU,0
2022-07,LU,0
2022-08,LU,0
2022-09,LU,0
2022-10,LU,0
2022-11,LU,0
2022-12,LU,0
2023-01,LU,0
2023-02,LU,0
2023-03,LU,0
2023-04,LU,0
2023-05,LU,0
2023-06,LU,0
2023-07,LU,0
2023-08,LU,0
2023-09,LU,0
2023-10,LU,0
2023-11,LU,0
2023-12,LU,0
2024-01,LU,0
2024-02,LU,0
2024-03,LU,0
2024-04,LU,0
2024-05,LU,0
2024-06,LU,0
2024-07,LU,0
2024-08,LU,0
2024-09,LU,0
2024-10,LU,0
2024-11,LU,0
2024-12,LU,0
2025-01,LU,0
2025-02,LU,0
2025-03,LU,0
2025-04,LU,0
2025-05,LU,0
2025-06,LU,0
2025-07,LU,0
2025-08,LU,0
2025-09,LU,0
2025-10,LU,0
2025-11,LU,0
2025-12,LU,0
2026-01,LU,0
2026-02,LU,0
2026-03,LU,0
2026-04,LU,0
2026-05,LU,0
2026-06,LU,0
2026-07,LU,0
2026-08,LU,0
2014-12,LV,0
2015-01,LV,0
2015-02,LV,0
2015-03,LV,0
2015-04,LV,0
2015-05,LV,0
2015-06,LV,0
2015-07,LV,10
2015-08,LV,0
2015-09,LV,0
2015-10,LV,0
2015-11,LV,0
2015-12,LV,0
2016-01,LV,0
2016-02,LV,0
2016-03,LV,12
2016-04,LV,0
2016-05,LV,0
2016-06,LV,0
2016-07,LV,0
2016-08,LV,12
2016-09,LV,0
2016-10,LV,0
2016-11,LV,0
2016-12,LV,0
2017-01,LV,0
2017-02,LV,0
2017-03,LV,0
2017-04,LV,0
2017-05,LV,0
2017-06,LV,0
2017-07,LV,0
2017-08,LV,0
2017-09,LV,0
2017-10,LV,0
2017-11,LV,0
2017-12,LV,0
2018-01,LV,0
2018-02,LV,0
2018-03,LV,0
2018-04,LV,0
2018-05,LV,0
2018-06,LV,0
2018-07,LV,0
2018-08,LV,0
2018-09,LV,0
2018-10,LV,0
2018-11,LV,0
2018-12,LV,0
2019-01,LV,0
2019-02,LV,0
2019-03,LV,0
2019-04,LV,0
2019-05,LV,0
2019-06,LV,0
2019-07,LV,0
2019-08,LV,0
2019-09,LV,0
2019-10,LV,0
2019-11,LV,0
2019-12,LV,0
2020-01,LV,0
2020-02,LV,0
2020-03,LV,0
2020-04,LV,0
2020-05,LV,0
2020-06,LV,0
2020-07,LV,0
2020-08,LV,0
2020-09,LV,0
2020-10,LV,0
2020-11,LV,0
2020-12,LV,0
2021-01,LV,0
2021-02,LV,0
2021-03,LV,0
2021-04,LV,0
2021-05,LV,0
2021-06,LV,0
2021-07,LV,0
2021-08,LV,0
2021-09,LV,0
2021-10,LV,0
2021-11,LV,0
2021-12,LV,0
2022-01,LV,0
2022-02,LV,0
2022-03,LV,0
2022-04,LV,0
2022-05,LV,0
2022-06,LV,0
2022-07,LV,0
2022-08,LV,0
2022-09,LV,0
2022-10,LV,0
2022-11,LV,0
2022-12,LV,0
2023-01,LV,0
2023-02,LV,0
2023-03,LV,0
2023-04,LV,0
2023-05,LV,0
2023-06,LV,0
2023-07,LV,0
2023-08,LV,0
2023-09,LV,0
2023-10,LV,0
2023-11,LV,0
2023-12,LV,0
2024-01,LV,0
2024-02,LV,0
2024-03,LV,0
2024-04,LV,0
2024-05,LV,0
2024-06,LV,0
2024-07,LV,0
2024-08,LV,0
2024-09,LV,0
2024-10,LV,0
2024-11,LV,0
2024-12,LV,0
2025-01,LV,0
2025-02,LV,0
2025-03,LV,0
2025-04,LV,0
2025-05,LV,0
2025-06,LV,0
2025-07,LV,0
2025-08,LV,0
2025-09,LV,0
2025-10,LV,0
2025-11,LV,0
2025-12,LV,0
2026-01,LV,0
2026-02,LV,0
2026-03,LV,0
2026-04,LV,0
2026-05,LV,0
2026-06,LV,0
2026-07,LV,0
2026-08,LV,0
2014-12,MA,0
2015-01,MA,0
2015-02,MA,0
2015-03,MA,0
2015-04,MA,10
2015-05,MA,11
2015-06,MA,0
2015-07,MA,11
2015-08,MA,0
2015-09,MA,10
2015-10,MA,0
2015-11,MA,0
2015-12,MA,0
2016-01,MA,0
2016-02,MA,0
2016-03,MA,0
2016-04,MA,0
2016-05,MA,24
2016-06,MA,21
2016-07,MA,108
2016-08,MA,29
2016-09,MA,0
2016-10,MA,0
2016-11,MA,0
2016-12,MA,0
2017-01,MA,11
2017-02,MA,12
2017-03,MA,0
2017-04,MA,10
2017-05,MA,12
2017-06,MA,0
2017-07,MA,0
2017-08,MA,0
2017-09,MA,0
2017-10,MA,0
2017-11,MA,0
2017-12,MA,0
2018-01,MA,0
2018-02,MA,0
2018-03,MA,0
2018-04,MA,0
2018-05,MA,0
2018-06,MA,0
2018-07,MA,0
2018-08,MA,22
2018-09,MA,0
2018-10,MA,0
2018-11,MA,0
2018-12,MA,0
2019-01,MA,0
2019-02,MA,0
2019-03,MA,0
2019-04,MA,0
2019-05,MA,0
2019-06,MA,0
2019-07,MA,0
2019-08,MA,0
2019-09,MA,0
2019-10,MA,0
2019-11,MA,0
2019-12,MA,0
2020-01,MA,0
2020-02,MA,0
2020-03,MA,0
2020-04,MA,0
2020-05,MA,0
2020-06,MA,0
2020-07,MA,0
2020-08,MA,0
2020-09,MA,0
2020-10,MA,0
2020-11,MA,0
2020-12,MA,0
2021-01,MA,0
2021-02,MA,0
2021-03,MA,0
2021-04,MA,0
2021-05,MA,0
2021-06,MA,0
2021-07,MA,0
2021-08,MA,0
2021-09,MA,0
2021-10,MA,0
2021-11,MA,0
2021-12,MA,0
2022-01,MA,0
2022-02,MA,0
2022-03,MA,0
2022-04,MA,0
2022-05,MA,0
2022-06,MA,0
2022-07,MA,0
2022-08,MA,0
2022-09,MA,0
2022-10,MA,0
2022-11,MA,0
2022-12,MA,0
2023-01,MA,0
2023-02,MA,0
2023-03,MA,0
2023-04,MA,0
2023-05,MA,0
2023-06,MA,0
2023-07,MA,0
2023-08,MA,0
2023-09,MA,0
2023-10,MA,0
2023-11,MA,0
2023-12,MA,0
2024-01,MA,0
2024-02,MA,0
2024-03,MA,0
2024-04,MA,0
2024-05,MA,0
2024-06,MA,0
2024-07,MA,0
2024-08,MA,0
2024-09,MA,0
2024-10,MA,0
2024-11,MA,0
2024-12,MA,0
2025-01,MA,0
2025-02,MA,0
2025-03,MA,0
2025-04,MA,0
2025-05,MA,0
2025-06,MA,0
2025-07,MA,0
2025-08,MA,0
2025-09,MA,0
2025-10,MA,0
2025-11,MA,0
2025-12,MA,0
2026-01,MA,0
2026-02,MA,0
2026-03,MA,0
2026-04,MA,0
2026-05,MA,0
2026-06,MA,0
2026-07,MA,0
2026-08,MA,0
2014-12,MG,0
2015-01,MG,0
2015-02,MG,0
2015-03,MG,0
2015-04,MG,0
2015-05,MG,0
2015-06,MG,0
2015-07,MG,0
2015-08,MG,0
2015-09,MG,0
2015-10,MG,0
2015-11,MG,0
2015-12,MG,0
2016-01,MG,0
2016-02,MG,0
2016-03,MG,0
2016-04,MG,0
2016-05,MG,0
2016-06,MG,0
2016-07,MG,0
2016-08,MG,0
2016-09,MG,12
2016-10,MG,0
2016-11,MG,0
2016-12,MG,0
2017-01,MG,10
2017-02,MG,25
2017-03,MG,0
2017-04,MG,0
2017-05,MG,0
2017-06,MG,10
2017-07,MG,0
2017-08,MG,0
2017-09,MG,0
2017-10,MG,0
2017-11,MG,0
2017-12,MG,0
2018-01,MG,0
2018-02,MG,0
2018-03,MG,0
2018-04,MG,0
2018-05,MG,0
2018-06,MG,0
2018-07,MG,0
2018-08,MG,0
2018-09,MG,0
2018-10,MG,0
2018-11,MG,0
2018-12,MG,0
2019-01,MG,0
2019-02,MG,0
2019-03,MG,0
2019-04,MG,0
2019-05,MG,14
2019-06,MG,0
2019-07,MG,0
2019-08,MG,0
2019-09,MG,0
2019-10,MG,0
2019-11,MG,0
2019-12,MG,0
2020-01,MG,0
2020-02,MG,0
2020-03,MG,0
2020-04,MG,0
2020-05,MG,0
2020-06,MG,0
2020-07,MG,0
2020-08,MG,0
2020-09,MG,0
2020-10,MG,0
2020-11,MG,0
2020-12,MG,0
2021-01,MG,0
2021-02,MG,0
2021-03,MG,0
2021-04,MG,0
2021-05,MG,0
2021-06,MG,0
2021-07,MG,0
2021-08,MG,0
2021-09,MG,0
2021-10,MG,0
2021-11,MG,0
2021-12,MG,0
2022-01,MG,0
2022-02,MG,0
2022-03,MG,0
2022-04,MG,0
2022-05,MG,0
2022-06,MG,0
2022-07,MG,0
2022-08,MG,0
2022-09,MG,0
2022-10,MG,0
2022-11,MG,0
2022-12,MG,0
2023-01,MG,0
2023-02,MG,0
2023-03,MG,0
2023-04,MG,0
2023-05,MG,0
2023-06,MG,0
2023-07,MG,0
2023-08,MG,0
2023-09,MG,0
2023-10,MG,0
2023-11,MG,0
2023-12,MG,0
2024-01,MG,0
2024-02,MG,0
2024-03,MG,0
2024-04,MG,0
2024-05,MG,0
2024-06,MG,0
2024-07,MG,0
2024-08,MG,0
2024-09,MG,0
2024-10,MG,0
2024-11,MG,0
2024-12,MG,0
2025-01,MG,0
2025-02,MG,0
2025-03,MG,0
2025-04,MG,0
2025-05,MG,0
2025-06,MG,0
2025-07,MG,0
2025-08,MG,0
2025-09,MG,0
2025-10,MG,0
2025-11,MG,0
2025-12,MG,0
2026-01,MG,0
2026-02,MG,0
2026-03,MG,0
2026-04,MG,0
2026-05,MG,0
2026-06,MG,0
2026-07,MG,0
2026-08,MG,0
2014-12,MK,0
2015-01,MK,0
2015-02,MK,0
2015-03,MK,0
2015-04,MK,0
2015-05,MK,0
2015-06,MK,0
2015-07,MK,0
2015-08,MK,0
2015-09,MK,0
2015-10,MK,0
2015-11,MK,0
2015-12,MK,0
2016-01,MK,0
2016-02,MK,0
2016-03,MK,50
2016-04,MK,10
2016-05,MK,0
2016-06,MK,0
2016-07,MK,0
2016-08,MK,0
2016-09,MK,11
2016-10,MK,27
2016-11,MK,0
2016-12,MK,0
2017-01,MK,0
2017-02,MK,0
2017-03,MK,10
2017-04,MK,0
2017-05,MK,0
2017-06,MK,0
2017-07,MK,0
2017-08,MK,0
2017-09,MK,0
2017-10,MK,0
2017-11,MK,0
2017-12,MK,0
2018-01,MK,0
2018-02,MK,0
2018-03,MK,0
2018-04,MK,0
2018-05,MK,0
2018-06,MK,0
2018-07,MK,0
2018-08,MK,0
2018-09,MK,0
2018-10,MK,0
2018-11,MK,0
2018-12,MK,0
2019-01,MK,0
2019-02,MK,0
2019-03,MK,0
2019-04,MK,0
2019-05,MK,0
2019-06,MK,0
2019-07,MK,0
2019-08,MK,0
2019-09,MK,0
2019-10,MK,0
2019-11,MK,0
2019-12,MK,0
2020-01,MK,0
2020-02,MK,0
2020-03,MK,0
2020-04,MK,0
2020-05,MK,0
2020-06,MK,0
2020-07,MK,0
2020-08,MK,0
2020-09,MK,0
2020-10,MK,0
2020-11,MK,0
2020-12,MK,0
2021-01,MK,0
2021-02,MK,0
2021-03,MK,0
2021-04,MK,0
2021-05,MK,0
2021-06,MK,0
2021-07,MK,0
2021-08,MK,0
2021-09,MK,0
2021-10,MK,0
2021-11,MK,0
2021-12,MK,0
2022-01,MK,0
2022-02,MK,0
2022-03,MK,0
2022-04,MK,0
2022-05,MK,0
2022-06,MK,0
2022-07,MK,0
2022-08,MK,0
2022-09,MK,0
2022-10,MK,0
2022-11,MK,0
2022-12,MK,0
2023-01,MK,0
2023-02,MK,0
2023-03,MK,0
2023-04,MK,0
2023-05,MK,0
2023-06,MK,0
2023-07,MK,0
2023-08,MK,0
2023-09,MK,0
2023-10,MK,0
2023-11,MK,0
2023-12,MK,0
2024-01,MK,0
2024-02,MK,0
2024-03,MK,0
2024-04,MK,0
2024-05,MK,0
2024-06,MK,0
2024-07,MK,0
2024-08,MK,0
2024-09,MK,0
2024-10,MK,0
2024-11,MK,0
2024-12,MK,0
2025-01,MK,0
2025-02,MK,0
2025-03,MK,0
2025-04,MK,0
2025-05,MK,0
2025-06,MK,0
2025-07,MK,0
2025-08,MK,0
2025-09,MK,0
2025-10,MK,0
2025-11,MK,0
2025-12,MK,0
2026-01,MK,0
2026-02,MK,0
2026-03,MK,0
2026-04,MK,0
2026-05,MK,0
2026-06,MK,0
2026-07,MK,0
2026-08,MK,0
2014-12,MM,0
2015-01,MM,0
2015-02,MM,0
2015-03,MM,0
2015-04,MM,0
2015-05,MM,0
2015-06,MM,0
2015-07,MM,0
2015-08,MM,0
2015-09,MM,0
2015-10,MM,0
2015-11,MM,0
2015-12,MM,0
2016-01,MM,0
2016-02,MM,0
2016-03,MM,0
2016-04,MM,0
2016-05,MM,10
2016-06,MM,0
2016-07,MM,0
2016-08,MM,25
2016-09,MM,0
2016-10,MM,0
2016-11,MM,0
2016-12,MM,0
2017-01,MM,0
2017-02,MM,0
2017-03,MM,0
2017-04,MM,0
2017-05,MM,0
2017-06,MM,0
2017-07,MM,0
2017-08,MM,0
2017-09,MM,0
2017-10,MM,0
2017-11,MM,0
2017-12,MM,0
2018-01,MM,0
2018-02,MM,0
2018-03,MM,0
2018-04,MM,0
2018-05,MM,0
2018-06,MM,0
2018-07,MM,0
2018-08,MM,0
2018-09,MM,0
2018-10,MM,0
2018-11,MM,0
2018-12,MM,0
2019-01,MM,0
2019-02,MM,0
2019-03,MM,0
2019-04,MM,0
2019-05,MM,0
2019-06,MM,0
2019-07,MM,0
2019-08,MM,0
2019-09,MM,0
2019-10,MM,0
2019-11,MM,0
2019-12,MM,0
2020-01,MM,0
2020-02,MM,0
2020-03,MM,0
2020-04,MM,0
2020-05,MM,0
2020-06,MM,0
2020-07,MM,0
2020-08,MM,0
2020-09,MM,0
2020-10,MM,0
2020-11,MM,0
2020-12,MM,0
2021-01,MM,0
2021-02,MM,0
2021-03,MM,0
2021-04,MM,0
2021-05,MM,0
2021-06,MM,0
2021-07,MM,0
2021-08,MM,0
2021-09,MM,0
2021-10,MM,0
2021-11,MM,0
2021-12,MM,0
2022-01,MM,0
2022-02,MM,0
2022-03,MM,0
2022-04,MM,0
2022-05,MM,0
2022-06,MM,0
2022-07,MM,0
2022-08,MM,0
2022-09,MM,0
2022-10,MM,0
2022-11,MM,0
2022-12,MM,0
2023-01,MM,0
2023-02,MM,0
2023-03,MM,0
2023-04,MM,0
2023-05,MM,0
2023-06,MM,0
2023-07,MM,0
2023-08,MM,0
2023-09,MM,0
2023-10,MM,0
2023-11,MM,0
2023-12,MM,0
2024-01,MM,0
2024-02,MM,0
2024-03,MM,0
2024-04,MM,0
2024-05,MM,0
2024-06,MM,0
2024-07,MM,0
2024-08,MM,0
2024-09,MM,0
2024-10,MM,0
2024-11,MM,0
2024-12,MM,0
2025-01,MM,0
2025-02,MM,0
2025-03,MM,0
2025-04,MM,0
2025-05,MM,0
2025-06,MM,0
2025-07,MM,0
2025-08,MM,0
2025-09,MM,0
2025-10,MM,0
2025-11,MM,0
2025-12,MM,0
2026-01,MM,0
2026-02,MM,0
2026-03,MM,0
2026-04,MM,0
2026-05,MM,0
2026-06,MM,0
2026-07,MM,0
2026-08,MM,0
2014-12,MN,0
2015-01,MN,0
2015-02,MN,0
2015-03,MN,0
2015-04,MN,0
2015-05,MN,0
2015-06,MN,0
2015-07,MN,65
2015-08,MN,0
2015-09,MN,0
2015-10,MN,0
2015-11,MN,0
2015-12,MN,0
2016-01,MN,0
2016-02,MN,0
2016-03,MN,0
2016-04,MN,0
2016-05,MN,0
2016-06,MN,13
2016-07,MN,0
2016-08,MN,25
2016-09,MN,0
2016-10,MN,11
2016-11,MN,0
2016-12,MN,0
2017-01,MN,0
2017-02,MN,0
2017-03,MN,0
2017-04,MN,0
2017-05,MN,0
2017-06,MN,0
2017-07,MN,0
2017-08,MN,0
2017-09,MN,0
2017-10,MN,0
2017-11,MN,0
2017-12,MN,0
2018-01,MN,0
2018-02,MN,0
2018-03,MN,0
2018-04,MN,0
2018-05,MN,0
2018-06,MN,0
2018-07,MN,0
2018-08,MN,0
2018-09,MN,0
2018-10,MN,0
2018-11,MN,0
2018-12,MN,0
2019-01,MN,0
2019-02,MN,0
2019-03,MN,0
2019-04,MN,0
2019-05,MN,0
2019-06,MN,0
2019-07,MN,0
2019-08,MN,0
2019-09,MN,0
2019-10,MN,0
2019-11,MN,0
2019-12,MN,0
2020-01,MN,0
2020-02,MN,0
2020-03,MN,0
2020-04,MN,0
2020-05,MN,0
2020-06,MN,0
2020-07,MN,0
2020-08,MN,0
2020-09,MN,0
2020-10,MN,0
2020-11,MN,0
2020-12,MN,0
2021-01,MN,0
2021-02,MN,0
2021-03,MN,0
2021-04,MN,0
2021-05,MN,0
2021-06,MN,0
2021-07,MN,0
2021-08,MN,0
2021-09,MN,0
2021-10,MN,0
2021-11,MN,0
2021-12,MN,0
2022-01,MN,0
2022-02,MN,0
2022-03,MN,0
2022-04,MN,0
2022-05,MN,0
2022-06,MN,0
2022-07,MN,0
2022-08,MN,0
2022-09,MN,0
2022-10,MN,0
2022-11,MN,0
2022-12,MN,0
2023-01,MN,0
2023-02,MN,0
2023-03,MN,0
2023-04,MN,0
2023-05,MN,0
2023-06,MN,0
2023-07,MN,0
2023-08,MN,0
2023-09,MN,0
2023-10,MN,0
2023-11,MN,0
2023-12,MN,0
2024-01,MN,0
2024-02,MN,0
2024-03,MN,0
2024-04,MN,0
2024-05,MN,0
2024-06,MN,0
2024-07,MN,0
2024-08,MN,0
2024-09,MN,0
2024-10,MN,0
2024-11,MN,0
2024-12,MN,0
2025-01,MN,0
2025-02,MN,0
2025-03,MN,0
2025-04,MN,0
2025-05,MN,0
2025-06,MN,0
2025-07,MN,0
2025-08,MN,0
2025-09,MN,0
